Name,Halo-vs-DMSO.Rosa26.Log2FC,DMSO.ATF4-vs-Rosa26.Log2FC,DMSO.CEBPG-vs-Rosa26.Log2FC,Halo.ATF4-vs-Rosa26.Log2FC,Halo.CEBPG-vs-Rosa26.Log2FC,Halo-vs-DMSO.Rosa26.AdjPval,DMSO.ATF4-vs-Rosa26.AdjPval,DMSO.CEBPG-vs-Rosa26.AdjPval,Halo.ATF4-vs-Rosa26.AdjPval,Halo.CEBPG-vs-Rosa26.AdjPval,DMSO.Rosa26.meanNormCounts,Halo.Rosa26.meanNormCounts,DMSO.ATF4.meanNormCounts,Halo.ATF4.meanNormCounts,DMSO.CEBPG.meanNormCounts,Halo.CEBPG.meanNormCounts
Lipg,-2.00937218847912,-0.866758839242768,-0.557409976720423,-2.04907492872951,-1.9931670543732,0.012903088690377,0.274498008257111,0.549011052841532,0.134802917361724,0.175673039115743,-0.225986000336137,-1.761124884856841,-0.862416581522296,-2.6574394011326534,-0.6770789213398632,-2.6827041817320665
Kirrel3os,2.2579786142116,-0.695962116244094,1.33897282533562,0.428199507539777,-0.16126612073743,0.0295823846925656,0.679282987827225,0.358098453504308,0.683013859193033,0.895858085857044,-2.03019150788215,-0.4866617486398357,-2.3862178895824666,-0.13350416884569516,-1.1982600426746175,-0.589525174764592
Kdm4d,1.20320130718906,1.02947024734197,0.378848327785406,1.19467080758072,0.81737796817964,0.0296015723422726,0.0961916925930147,0.635202364199695,0.0248126605297353,0.156186589164038,-0.8493059067012423,0.30844568093916835,0.07994888670567335,1.4553625466430933,-0.416574398970537,1.1411332569831554
Lgals4,1.23273916980363,0.517052748474896,0.265594904728553,0.457074241758842,0.282007917038564,2.07585139645422e-6,0.0219540552562664,0.316516986731796,0.0193085569285703,0.180094565731364,2.35014861175258,3.6257118239007036,2.945159771489003,4.149673892647454,2.68516254368497,3.9994738807236634
Pde5a,-1.10693710557243,-0.283027985765666,-0.140825616335942,0.0872433644831007,0.41103272493388,0.00366833059727708,0.474457806872857,0.779731891454071,0.870164686143465,0.37018574523691,1.8569562982980867,0.8474548442404907,1.68739993335388,0.9969074522888624,1.76690800974802,1.2527587141717351
D630008O14Rik,1.56661751985643,1.07971571599556,0.832665932214594,0.0673823112492491,0.602431080945124,0.00194090338964731,0.0473567640092547,0.205028737711349,0.912460458304444,0.223400757805622,-0.8609252438203246,0.5576470576932577,0.12088151208421201,0.6953149949137627,-0.09135267606233834,1.2088520167334145
Iigp1,1.61123900830971,-0.247699563141442,0.0256443115688418,-0.504699698431259,-0.111733754247117,4.28288030849957e-5,0.508283851155759,0.963209444884246,0.149472786746166,0.793745165846398,6.479762411061463,8.113893203560103,6.233322639491677,7.64827465281308,6.548418088442854,8.116743081256644
Fam83e,-1.68883314357896,0.0307786989192838,0.19483418060124,-0.015767728362172,-0.0382529999513557,0.00699695596190265,0.965841607317006,0.807079990668707,0.987904828163133,0.969534417376405,0.792867416749752,-0.6525381726057823,0.9256457188851863,-0.6215385929212996,1.0158693571579926,-0.9027027545140096
Slfn5,4.23830478399224,1.10767373537309,-0.908882919306242,0.47648473942402,0.655821472280519,1.26057858471372e-6,0.214598169177312,0.516660127644475,0.353234170810221,0.213923889828601,-1.9497670292287286,1.92872645262845,-0.8930581277310916,2.480189292558843,-2.27167265657361,2.6711233378770936
A930005H10Rik,1.23819828766798,0.0695433266386245,-0.109455766746489,1.01644993503458,0.71070163889346,3.23120874735033e-8,0.697553088980857,0.594752035070403,5.25623421420169e-7,8.24568788136899e-5,3.1941547381642,4.4699452706311735,3.3627055154075336,5.552458901998754,3.1482667660731867,5.27346468821693
